sample_number,sample_id,formula,has_summary,superconductivity,tc_kelvin,xrd_type,xrd_instrument,xrd_result,prediction_list,mass_loss_percent,initial_mass_g,final_mass_g,composition_max_deviation,composition_euclidean_deviation,composition_ok,xrd_files,xrd_n_files,xrd_two_theta_min,xrd_two_theta_max,chi_files,chi_n_files,chi_has_high_field,chi_fields,price_per_gram,arc_meltable,disorder_probability,oqmd_formula,oqmd_delta_e,oqmd_stability,oqmd_entry_id,oqmd_n_polymorphs,remake_of,remake_reason
457,0457_HM_MoNbZr2,MoNbZr2,False,Tc of 5.7 K,5.7,Bulk,Both,BCC solid solution,Diffusion Model,0.02,0.555,0.5549,0.000691,0.000902,True,"['0457_HM_MoNbZr2.txt', '0457_XRD_fit.txt', '0457_HM_MoNbZr2.xy']",3,5.0,129.01363767,"['20250422_HM457MoNbZr2_chiAC_vs_T_B_1T.001.txt', '20250422_HM457MoNbZr2_chiAC_vs_T_B_3T.001.txt', '20250422_HM457MoNbZr2_chiAC_vs_T_B_2T.002.txt', '20250422_HM457MoNbZr2_chiAC_vs_T_B_0T.002.txt']",4,True,"[0.0, 1.0, 2.0, 3.0]",3.325,True,0.9957061107998002,Mo1 Nb1 Zr2,0.0883570324999994,0.1491785212499992,1128652.0,2,,
458,0458_HM_Mo3NbTi2,Mo3NbTi2,False,Not above 4.2 K,,Powder,Both,not yet analyzed,Diffusion Model,1.87,0.4712,0.4624,0.000347,0.000431,True,"['0458_HM_Mo3NbTi2_circular.txt', '0458_XRD_fit.txt']",2,5.0,120.0,[],0,False,[],3.73,False,0.9987988778964578,Mo3 Nb1 Ti2,,,,0,,
460,0460_HM_HfMo2Zr,HfMo2Zr,False,Not above 4.2 K,,Powder,Both,not yet analyzed,Diffusion Model,0.1,0.3995,0.3991,0.001195,0.001507,True,"['0460_HM_HfMo2Zr_circular.txt', '0460_XRD_fit.txt']",2,5.0,120.0,[],0,False,[],5.25,True,0.9991802661970844,Hf1 Mo2 Zr1,0.0441412837499993,0.1718806149999988,448595.0,3,,
461,0461_HM_Hf2MoRe3,Hf2MoRe3,False,Not above 4.2 K,,Powder,Both,not yet analyzed,Diffusion Model,1.67,0.4619,0.4542,0.000736,0.001028,True,"['0461_XRD_fit.txt', '0461_HM_Hf2MoRe3_circular.txt']",2,5.0,120.0,[],0,False,[],36.833333333333336,False,0.9909950272970234,Hf2 Mo1 Re3,,,,0,,
462,0462_HM_Hf2Nb3Ru,Hf2Nb3Ru,False,Tc of 6.8 K,6.8,Bulk,Panalytical,multiphase,Diffusion Model,1.27,0.4342,0.4287,0.000155,0.000195,True,"['0462_HM_Hf2Nb3Ru.xy', '0462_XRD_fit.txt']",2,30.05477817,124.8954,"['20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_4T.001.txt', '20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_2T.001.txt', '20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_0T.004.txt', '20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_3T.001.txt', '20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_1T.001.txt']",5,True,"[0.0, 1.0, 2.0, 3.0, 4.0]",17.65,True,0.9987037908013946,Hf2 Nb3 Ru1,,,,0,,
463,0463_HM_Mo3NbRu2,Mo3NbRu2,False,Tc of 5.1. K,5.1,Bulk,Panalytical,Mo2Ru + BCC solid solution,Diffusion Model,0.03,0.3869,0.3868,0.00031,0.000382,True,"['0463_XRD_fit.txt', '0463_HM_Mo3NbRu2.xy']",2,30.00835563,134.77130085,"['20250523_HM463Mo3NbRu2_chiAC_vs_T_B_0T.001.txt', '20250523_HM463Mo3NbRu2_chiAC_vs_T_B_2T.002.txt', '20250523_HM463Mo3NbRu2_chiAC_vs_T_B_1T.004.txt']",3,True,"[0.0, 1.0, 2.0]",28.21666666666667,True,0.995257141924539,Mo3 Nb1 Ru2,,,,0,,
464,0464_HM_MoNbRu2,MoNbRu2,False,Tc of 4.8 K,4.8,Bulk,Panalytical,major phase: Mo2Ru,Diffusion Model,0.05,0.4356,0.4354,0.000255,0.000338,True,"['0464_HM_MoNbRu2.xy', '0464_XRD_fit.txt']",2,20.00135563,132.88597758,"['20250527_HM464MoNbRu2_chiAC_vs_T_B_2T.002.txt', '20250526_HM464MoNbRu2_chiAC_vs_T_B_0T.003.txt', '20250527_HM464MoNbRu2_chiAC_vs_T_B_3T.003.txt', '20250526_HM464MoNbRu2_chiAC_vs_T_B_1T.002.txt']",4,True,"[0.0, 1.0, 2.0, 3.0]",39.825,True,0.9972705078032092,Mo1 Nb1 Ru2,0.117845265000001,0.2742583104114828,503656.0,3,,
465,0465_HM_Cu5GePd6,Cu5GePd6,False,Not above 4.2 K,,Bulk,Panalytical,disordered BCC alloy,"B (two active binaries, no real ternary phase)",0.3,0.3988,0.3976,0.002805,0.00345,True,"['0465_XRD_fit.txt', '0465_HM_Cu5GePd6.xy']",2,20.05013,119.7185,[],0,False,[],51.416666666666664,True,0.9321048466021544,Cu5 Ge1 Pd6,-0.2560454312500002,-0.0195950892973613,1992694.0,1,,
466,0466_HM_Hf2MoIr,Hf2MoIr,False,Not above 4.2 K,,Bulk,Panalytical,BCC solid solution,"B (two active binaries, no real ternary phase)",0.55,0.51317,0.51037,0.001598,0.001961,True,"['0466_XRD_fit.txt', '0466_HM_Hf2MoIr 1.xy']",2,20.2822,129.92477425,[],0,False,[],30.75,True,0.8958336669588204,Hf2 Ir1 Mo1,-0.607478495,-0.01863355390625,1013867.0,9,,
467,0467_HM_CuNb3Zr2,CuNb3Zr2,False,Tc of 10.7 K,10.7,Bulk,Panalytical,multi-phase structure,Diffusion Model,0.98,0.47085,0.46624,0.001194,0.001553,True,"['0467_HM_CuNb3Zr2 1.xy', '0467_XRD_fit.txt']",2,25.00835563,124.99187793,"['20260211_HM0467CuNb3Zr2_chiAC_vs_T_B_3T.001.txt', '20260211_HM0467CuNb3Zr2_chiAC_vs_T_B_1T.002.txt', '20260210_HM0467CuNb3Zr2_chiAC_vs_T_B_0T.003.txt', '20260211_HM0467CuNb3Zr2_chiAC_vs_T_B_2T.001.txt']",4,True,"[0.0, 1.0, 2.0, 3.0]",2.983333333333333,False,0.9987214243010664,Cu1 Nb3 Zr2,,,,0,,
469,0469_HM_ScCuPd2,ScCuPd2,False,Not above 4.2 K,,Bulk,Both,multi-phase structure,"B (two active binaries, no real ternary phase)",1.16,0.49142,0.4857,0.001209,0.001516,True,"['0469_HM_ScCuPd2.txt', '0469_XRD_fit.txt', '0469_HM_ScCuPd2.xy']",3,5.0,129.56836751,[],0,False,[],101.75,True,0.7492188261354958,Cu1 Pd2 Sc1,-0.69256408125,0.0176997074401394,1370365.0,4,,
470,0470_HM_MoNbTa2,MoNbTa2,False,Not above 2.0 K,,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.33,0.7076,0.7053,0.001208,0.001547,True,['0470_HM_MoNbTa2.xy'],1,10.25066744,129.56836751,[],0,False,[],2.725,True,0.9941428103960516,Mo1 Nb1 Ta2,-0.0806497200000003,0.0296238490624997,531780.0,3,,
471,0471_HM_MoNb2Ta,MoNb2Ta,False,Not above 2.0 K,,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.2,0.62379,0.62255,0.00076,0.000936,True,['0471_HM_MoNb2Ta.xy'],1,20.40753441,129.89932244,[],0,False,[],3.6,True,0.9987637951591112,Mo1 Nb2 Ta1,-0.0641129174999992,0.0332689121535768,2036517.0,3,,
472,0472_HM_ScCu4Pd,ScCu4Pd,False,Not above 4.2 K,,Bulk,Panalytical,FCC solid solution,"B (two active binaries, no real ternary phase)",5.06,0.39197,0.37213,0.000222,0.000313,True,"['0472_XRD_fit.txt', '0472_HM_ScCu4Pd.xy']",2,20.05013,129.8458,[],0,False,[],51.66666666666666,True,0.2456952246412206,Cu4 Pd1 Sc1,-0.3440491658333329,-0.0241673759238076,1991578.0,2,,
473,0473_HM_Sc3CuPd2,Sc3CuPd2,False,Not above 4.2 K,,Bulk,Both,disordered B2 alloy,"B (two active binaries, no real ternary phase)",0.21,0.39876,0.39792,0.000246,0.000302,True,"['0473_HM_Sc3CuPd2.xy', '0473_XRD_fit.txt', '0473_HM_Sc3CuPd2.txt']",3,5.0,129.56836751,[],0,False,[],136.5,True,0.8782790584780485,Cu1 Pd2 Sc3,-0.701408230833332,-0.0030252179022614,1374854.0,1,,
474,0474_HM_Sc2CuPd,Sc2CuPd,False,Not above 4.2 K,,Bulk,Panalytical,disordered L2_1 alloy,"B (two active binaries, no real ternary phase)",0.09,0.40619,0.40582,0.000105,0.000132,True,"['0474_HM_Sc2CuPd.xy', '0474_XRD_fit.txt']",2,20.05013,119.7185,[],0,False,[],128.25,True,0.8883140609413683,Cu1 Pd1 Sc2,-0.590988357500001,0.004776704999998,363099.0,2,,
475,0475_HM_La2PdAu2,La2PdAu2,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"B (two active binaries, no real ternary phase)",0.9,0.40177,0.39817,0.000968,0.001255,True,"['0475_HM_La2PdAu2.xy', '0475_XRD_fit.txt']",2,10.05013,129.7725,[],0,False,[],81.2,True,0.8795210485337486,Au2 La2 Pd1,-0.8470344419999997,-0.0008400782499998,1980865.0,1,,
476,0476_HM_ScPd2Au,ScPd2Au,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"B (two active binaries, no real ternary phase)",0.18,0.40186,0.40114,0.000235,0.000287,True,"['0476_HM_ScPd2Au.xy', '0476_XRD_fit.txt']",2,20.05013,129.8458,[],0,False,[],139.0,True,0.5617381740533012,Au1 Pd2 Sc1,-0.8403498337499995,0.0063688247470666,1988846.0,4,,
477,0477_HM_ScPd5Au2,ScPd5Au2,False,Not above 4.2 K,,Bulk,Panalytical,FCC solid solution,"B (two active binaries, no real ternary phase)",15.57,0.42124,0.35565,8.9e-05,0.000113,True,"['0477_XRD_fit.txt', '0477_HM_ScPd5Au2.xy']",2,30.06684,129.93334385,[],0,False,[],125.75,True,0.8114401851849631,Au2 Pd5 Sc1,-0.4893856212500003,0.0027575169583328,1990792.0,1,,
478,0478_HM_Sc2Pd5Au,Sc2Pd5Au,False,Not above 4.2 K,,Bulk,Panalytical,disordered L2_1 alloy,"B (two active binaries, no real ternary phase)",0.46,0.40879,0.4069,0.000468,0.000602,True,"['0478_HM_Sc2Pd5Au.xy', '0478_XRD_fit.txt']",2,20.00835563,129.88494916,[],0,False,[],132.75,True,0.6010096616791948,Au1 Pd5 Sc2,-0.875397868124999,-0.0095889518179226,1992186.0,1,,
479,0479_HM_MnAl2Au6,MnAl2Au6,False,Not above 4.2 K,,Bulk,Panalytical,disordered BCT alloy,"C (two active binaries, single real ternary phase)",2.01,0.5,0.48993,0.000254,0.000357,True,"['0479_XRD_fit.txt', '0479_HM_MnAl2Au6.xy']",2,23.0662,120.07506206,[],0,False,[],100.60888888888888,True,0.6172845685800178,Al2 Au6 Mn1,-0.2546508193103452,-0.0005924037341548,1992237.0,1,,
480,0480_HM_GdGePt2,GdGePt2,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"C (two active binaries, single real ternary phase)",0.33,0.4084,0.4067,0.000171,0.00021,True,"['0480_HM_GdGePt2.xy', '0480_XRD_fit.txt']",2,19.89984505,119.90003394,[],0,False,[],124.75,True,0.1797084885479581,Gd1 Ge1 Pt2,-1.0173994081249995,-0.0324975342066655,1365099.0,5,,
481,0481_HM_NiGe2Pt,NiGe2Pt,False,Not above 4.2 K,,Bulk,Panalytical,FCC alloy,"C (two active binaries, single real ternary phase)",0.25,0.5001,0.49884,9.2e-05,0.000114,True,"['0481_HM_NiGe2Pt.xy', '0481_XRD_fit.txt']",2,20.0752,119.64088477,[],0,False,[],66.75,True,0.5055846148226988,Ge2 Ni1 Pt1,-0.4008251837500003,-0.0058052337500009,1646030.0,5,,
482,0482_HM_ZrSiPt5,ZrSiPt5,False,Not above 4.2 K,,Bulk,Panalytical,disordered D0_19 alloy,"C (two active binaries, single real ternary phase)",0.27,0.50007,0.4987,0.000214,0.000296,True,"['0482_XRD_fit.txt', '0482_HM_ZrSiPt5.xy']",2,20.0752,119.64088477,[],0,False,[],171.88000000000002,True,0.1956939351693044,Pt5 Si1 Zr1,-0.9390899464285708,-0.0417573125795827,2146113.0,1,,
483,0483_HM_La5Al3Co2,La5Al3Co2,False,Tc of 5.9 K,5.9,Bulk,Panalytical,multi-phase structure,"C (two active binaries, single real ternary phase)",0.03,0.50026,0.50009,0.00016,0.000207,True,"['0483_HM_La5Al3Cu2.xy', '0483_XRD_fit.txt']",2,20.04984,119.91634385,"['20251104_HM483La5Al3Co2_chiAC_vs_T_B_1T.003.txt', '20251104_HM483La5Al3Co2_chiAC_vs_T_B_0.5T.004.txt', '20251030_HM483La5Al3Co2_chiAC_vs_T_B_0T.008.txt']",3,True,"[0.0, 0.5, 1.0]",2.057,True,0.746606170312123,Al3 Co2 La5,-0.3298122379999995,-0.0006663217499991,1782939.0,1,,
486,0486_HM_Al4FeCo3,Al4FeCo3,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",3.94,0.2996,0.2878,0.153712,0.198873,False,['0486_HM_Al4FeCo3.txt'],1,20.02,120.0,[],0,False,[],0.9699999999999999,True,0.8934442938025816,Al4 Co3 Fe1,-0.5611381475000004,-0.0064950858858153,2146849.0,1,,
487,0487_HM_Al8FeCo7,Al8FeCo7,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",9.41,0.2997,0.2715,0.186033,0.22833,False,['0487_HM_Al8FeCo7.txt'],1,20.02,120.0,[],0,False,[],1.0074999999999998,True,0.9188280629590052,Al8 Co7 Fe1,-0.5910615731249997,-0.0034145668749996,2154926.0,1,,
489,0489_HM_Gd3CoSn6,Gd3CoSn6,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",4.54,0.25001,0.23866,0.049126,0.06094,False,['0489_HM_Gd3CoSn6_circular.txt'],1,5.02,120.0,[],0,False,[],3.07,True,0.2372838034200822,Co1 Gd3 Sn6,-0.6357564033607211,-0.0251450889999996,1790943.0,1,,
490,0490_HM_GdCo4Sn6,GdCo4Sn6,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",11.09,0.3011,0.2677,0.170076,0.22557,False,['0490_HM_GdCo4Sn6_circular.txt'],1,5.02,120.0,[],0,False,[],1.709090909090909,True,0.0415915213083909,Co4 Gd1 Sn6,-0.311000837146111,-0.0041448051008025,1368900.0,1,,
491,0491_HM_TiGePt5,TiGePt5,False,Not above 4.2 K,,Powder,Both,not yet analyzed,"C (two active binaries, single real ternary phase)",1.4,0.25059,0.24709,0.001466,0.001917,True,"['0491_XRD_fit.txt', '0491_HM_TiGePt5_circular.txt']",2,5.0,120.0,[],0,False,[],173.36285714285717,True,0.1955182883772991,Ge1 Pt5 Ti1,-0.7070166969694662,-0.0188265713131756,2146080.0,1,,
492,0492_HM_Ti2GePt8,Ti2GePt8,False,Not above 4.2 K,,Bulk,Both,not yet analyzed,"C (two active binaries, single real ternary phase)",0.53,0.24895,0.24762,0.002092,0.002567,True,"['0492_HM_Ti2GePt8_circular.txt', '0492_XRD_fit.txt']",2,5.0,120.0,[],0,False,[],175.91636363636366,True,0.2559548879072526,Ge1 Pt8 Ti2,-0.7653884511429577,-0.0038644458697491,2149411.0,1,,
493,0493_HM_TiSiPt5,TiSiPt5,False,Not above 4.2 K,,Bulk,Both,not yet analyzed,"C (two active binaries, single real ternary phase)",1.87,0.25203,0.24731,0.001403,0.001928,True,"['0493_XRD_fit.txt', '0493_HM_TiSiPt5_circular.txt']",2,5.0,120.0,[],0,False,[],171.81428571428572,True,0.178854355004787,Pt5 Si1 Ti1,-0.8397923869694657,-0.0164779380223063,2146105.0,1,,
494,0494_HM_Ti2SiPt8,Ti2SiPt8,False,Not above 4.2 K,,Bulk,Both,not yet analyzed,"C (two active binaries, single real ternary phase)",0.44,0.24766,0.24656,0.00206,0.002566,True,"['0494_XRD_fit.txt', '0494_HM_Ti2SiPt8_circular.txt']",2,5.0,120.0,[],0,False,[],174.9309090909091,True,0.1910424315749166,Pt8 Si1 Ti2,-0.8507705338702297,-0.0047529072051099,2149228.0,1,,
495,0495_HM_GdFeGe3,GdFeGe3,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",2.26,0.24478,0.23926,0.121392,0.154213,False,['0495_HM_GdFeGe3_circular.txt'],1,5.02,120.0,[],0,False,[],8.62,True,0.0097301293284019,Fe1 Gd1 Ge3,-0.471438580500001,-0.0189929807696621,1364532.0,2,,
496,0496_HM_Gd2Fe3Ge5,Gd2Fe3Ge5,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",1.83,0.25012,0.24555,0.15138,0.190875,False,['0496_HM_Gd2Fe3Ge5_circular.txt'],1,5.02,120.0,[],0,False,[],7.43,True,0.0099383092910323,Fe3 Gd2 Ge5,-0.4762732169999999,-0.0085683619999989,1800260.0,2,,
497,0497_HM_GdFeGe2,GdFeGe2,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",5.4,0.24908,0.23563,0.139941,0.174689,False,['0497_HM_GdFeGe2_circular.txt'],1,5.02,120.0,[],0,False,[],7.775,True,0.0126826830804028,Fe1 Gd1 Ge2,-0.545162863125,0.0001588919006444,1377698.0,3,,
499,0499_HM_GaHf2Nb,GaHf2Nb,False,Tc of 6.1 K,6.1,Bulk,Both,not yet analyzed,Diffusion Model,1.51,0.3031,0.29851,0.001064,0.001344,True,"['0499_XRD_fit.txt', '0499_HM_GaHf2Nb_circular.txt']",2,5.0,120.0,"['20251106_HM499GaHf2Nb_chiAC_vs_T_B_2T.001.txt', '20251106_HM499GaHf2Nb_chiAC_vs_T_B_1T.001.txt', '20251106_HM499GaHf2Nb_chiAC_vs_T_B_0T.003.txt']",3,True,"[0.0, 1.0, 2.0]",6.825,False,0.0596784229628435,Ga1 Hf2 Nb1,-0.148837076250002,0.1575213294484566,416385.0,2,,
500,0500_HM_GaNbZr2,GaNbZr2,False,Tc of 9.0 K,9.0,Bulk,Both,not yet analyzed,Diffusion Model,0.83,0.27383,0.27155,0.000737,0.000968,True,"['0500_XRD_fit.txt', '0500_HM_GaNbZr2_circular.txt']",2,5.0,120.0,"['20251108_HM500GaNbZr2_chiAC_vs_T_B_2T.001.txt', '20251108_HM500GaNbZr2_chiAC_vs_T_B_1T.001.txt', '20251108_HM500GaNbZr2_chiAC_vs_T_B_0T.003.txt']",3,True,"[0.0, 1.0, 2.0]",3.325,False,0.1240702849370882,Ga1 Nb1 Zr2,-0.18577390625,0.1637277412500002,557959.0,2,,
502,0502_HM_Nb5Si2V,Nb5Si2V,False,Tc of 3.0 K,3.0,Bulk,Both,not yet analyzed,Diffusion Model,1.3,0.5217,0.5149,0.00066,0.00082,True,"['0502_HM_Nb5Si2V_circular.txt', '0502_XRD_fit.txt']",2,5.0,120.0,['20251112_HM502Nb5Si2V_chiAC_vs_T_B_0T.003.txt'],1,False,[0.0],3.4775,False,0.343447738685511,Nb5 Si2 V1,,,,0,,
503,0503_HM_CoSiY,CoSiY,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",0.002,0.41575,0.41574,0.142425,0.174452,False,['0503_HM_CoSiY_circular.txt'],1,5.02,120.0,[],0,False,[],3.953333333333333,True,0.1349415098168754,Co1 Si1 Y1,-0.756695126666666,-0.04292804120682,1368530.0,13,,
504,0504_HM_CoSi3Y,CoSi3Y,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",2.94,0.40678,0.39484,0.09351,0.119276,False,['0504_HM_CoSi3Y_circular.txt'],1,5.02,120.0,[],0,False,[],2.836,True,0.0116521593735845,Co1 Si3 Y1,-0.6658908840000002,-0.0173008790578033,1475971.0,3,,
506,0506_HM_Al3Cu2Y,Al3Cu2Y,False,Not tested yet,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",14.31,0.34112,0.2923,0.00521,0.007279,True,['0506_HM_Al3Cu2Y_circular.txt'],1,5.02,120.0,[],0,False,[],2.695,True,0.1809468821172703,Al3 Cu2 Y1,-0.437501432500001,-0.0108382814539352,1370163.0,1,,
507,0507_HM_CuSnY,CuSnY,False,Not tested,,Powder,Both,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",0.43,0.30483,0.30351,0.002342,0.003251,True,"['0507_HM_CuSnY_circular.txt', '0507_XRD_fit.txt']",2,5.0,120.0,[],0,False,[],4.166666666666666,True,0.1501583145941864,Cu1 Sn1 Y1,-0.6476161772837342,-0.0690918281051751,1468383.0,10,,
