sample_number,sample_id,formula,has_summary,superconductivity,tc_kelvin,xrd_type,xrd_instrument,xrd_result,prediction_list,mass_loss_percent,initial_mass_g,final_mass_g,xrd_files,xrd_n_files,xrd_two_theta_min,xrd_two_theta_max,chi_files,chi_n_files,chi_has_high_field,chi_fields,price_per_gram,arc_meltable
457,0457_HM_MoNbZr2,MoNbZr2,False,Tc of 5.7 K,5.7,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.02,0.555,0.5549,['0457_HM_MoNbZr2.xy'],1,30.25066744,129.01363767,[],0,False,[],3.325,True
458,0458_HM_Mo3NbTi2,Mo3NbTi2,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,1.87,0.4712,0.4624,['0458_HM_Mo3NbTi2_circular.txt'],1,5.02,120.0,[],0,False,[],3.73,False
460,0460_HM_HfMo2Zr,HfMo2Zr,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,0.1,0.3995,0.3991,['0460_HM_HfMo2Zr_circular.txt'],1,5.02,120.0,[],0,False,[],5.25,True
461,0461_HM_Hf2MoRe3,Hf2MoRe3,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,1.67,0.4619,0.4542,['0461_HM_Hf2MoRe3_circular.txt'],1,5.02,120.0,[],0,False,[],36.833333333333336,False
462,0462_HM_Hf2Nb3Ru,Hf2Nb3Ru,False,Tc of 6.8 K,6.8,Bulk,Panalytical,multiphase,Diffusion Model,1.27,0.4342,0.4287,['0462_HM_Hf2Nb3Ru.xy'],1,30.05477817,124.89121348,[],0,False,[],17.65,True
463,0463_HM_Mo3NbRu2,Mo3NbRu2,False,Tc of 5.1. K,5.1,Bulk,Panalytical,Mo2Ru + BCC solid solution,Diffusion Model,0.03,0.3869,0.3868,['0463_HM_Mo3NbRu2.xy'],1,30.00835563,134.77130085,[],0,False,[],28.21666666666667,True
464,0464_HM_MoNbRu2,MoNbRu2,False,Tc of 4.8 K,4.8,Bulk,Panalytical,major phase: Mo2Ru,Diffusion Model,0.05,0.4356,0.4354,['0464_HM_MoNbRu2.xy'],1,20.00135563,132.88597758,[],0,False,[],39.825,True
465,0465_HM_Cu5GePd6,Cu5GePd6,False,Not above 4.2 K,,Bulk,,disordered BCC alloy,"B (two active binaries, no real ternary phase)",0.3,0.3988,0.3976,[],0,,,[],0,False,[],51.416666666666664,True
466,0466_HM_Hf2MoIr,Hf2MoIr,False,Not above 4.2 K,,Bulk,Panalytical,BCC solid solution,"B (two active binaries, no real ternary phase)",0.55,0.51317,0.51037,['0466_HM_Hf2MoIr 1.xy'],1,20.28220067,129.92477425,[],0,False,[],30.75,True
467,0467_HM_CuNb3Zr2,CuNb3Zr2,False,Tc of 10.7 K,10.7,Bulk,Panalytical,multi-phase structure,Diffusion Model,0.98,0.47085,0.46624,['0467_HM_CuNb3Zr2 1.xy'],1,25.00835563,124.99187793,[],0,False,[],2.983333333333333,False
468,0468_HM_HfTa4Zr(duplicate to 0449),HfTa4Zr,False,,,,,,,0.12,0.49004,0.48947,[],0,,,[],0,False,[],2.3666666666666667,True
469,0469_HM_ScCuPd2,ScCuPd2,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"B (two active binaries, no real ternary phase)",1.16,0.49142,0.4857,['0469_HM_ScCuPd2.xy'],1,10.25066744,129.56836751,[],0,False,[],101.75,True
470,0470_HM_MoNbTa2,MoNbTa2,False,Tc of 7.0 K,7.0,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.33,0.7076,0.7053,['0470_HM_MoNbTa2.xy'],1,10.25066744,129.56836751,[],0,False,[],2.725,True
471,0471_HM_MoNb2Ta,MoNb2Ta,False,Tc of 6.6 K,6.6,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.2,0.62379,0.62255,['0471_HM_MoNb2Ta.xy'],1,20.40753441,129.89932244,[],0,False,[],3.6,True
472,0472_HM_ScCu4Pd,ScCu4Pd,False,Not above 4.2 K,,Bulk,Panalytical,FCC solid solution,"B (two active binaries, no real ternary phase)",5.06,0.39197,0.37213,['0472_HM_ScCu4Pd.xy'],1,20.05013379,129.84314373,[],0,False,[],51.66666666666666,True
473,0473_HM_Sc3CuPd2,Sc3CuPd2,False,Not above 4.2 K,,Bulk,Panalytical,disordered B2 alloy,"B (two active binaries, no real ternary phase)",0.21,0.39876,0.39792,['0473_HM_Sc3CuPd2.xy'],1,10.25066744,129.56836751,[],0,False,[],136.5,True
474,0474_HM_Sc2CuPd,Sc2CuPd,False,Not above 4.2 K,,Bulk,Panalytical,disordered L2_1 alloy,"B (two active binaries, no real ternary phase)",0.09,0.40619,0.40582,['0474_HM_Sc2CuPd.xy'],1,20.05013379,119.71611725,[],0,False,[],128.25,True
475,0475_HM_La2PdAu2,La2PdAu2,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"B (two active binaries, no real ternary phase)",0.9,0.40177,0.39817,['0475_HM_La2PdAu2.xy'],1,10.05013379,129.76963504,[],0,False,[],81.2,True
476,0476_HM_ScPd2Au,ScPd2Au,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"B (two active binaries, no real ternary phase)",0.18,0.40186,0.40114,['0476_HM_ScPd2Au.xy'],1,20.05013379,129.84314373,[],0,False,[],139.0,True
477,0477_HM_ScPd5Au2,ScPd5Au2,False,Not above 4.2 K,,Bulk,Panalytical,FCC solid solution,"B (two active binaries, no real ternary phase)",15.57,0.42124,0.35565,['0477_HM_ScPd5Au2.xy'],1,30.06684505,129.93334385,[],0,False,[],125.75,True
478,0478_HM_Sc2Pd5Au,Sc2Pd5Au,False,Not above 4.2 K,,Bulk,Panalytical,disordered L2_1 alloy,"B (two active binaries, no real ternary phase)",0.46,0.40879,0.4069,['0478_HM_Sc2Pd5Au.xy'],1,20.00835563,129.88494916,[],0,False,[],132.75,True
479,0479_HM_MnAl2Au6,MnAl2Au6,False,Not above 4.2 K,,Bulk,Panalytical,disordered BCT alloy,"C (two active binaries, single real ternary phase)",2.01,0.5,0.48993,['0479_HM_MnAl2Au6.xy'],1,23.06620067,120.07506206,[],0,False,[],100.60888888888888,True
480,0480_HM_GdGePt2,GdGePt2,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"C (two active binaries, single real ternary phase)",0.33,0.4084,0.4067,['0480_HM_GdGePt2.xy'],1,19.89984505,119.90003394,[],0,False,[],124.75,True
481,0481_HM_NiGe2Pt,NiGe2Pt,False,Not above 4.2 K,,Bulk,Panalytical,FCC alloy,"C (two active binaries, single real ternary phase)",0.25,0.5001,0.49884,['0481_HM_NiGe2Pt.xy'],1,20.07520067,119.64088477,[],0,False,[],66.75,True
482,0482_HM_ZrSiPt5,ZrSiPt5,False,Not above 4.2 K,,Bulk,Panalytical,disordered D0_19 alloy,"C (two active binaries, single real ternary phase)",0.27,0.50007,0.4987,['0482_HM_ZrSiPt5.xy'],1,20.07520067,119.64088477,[],0,False,[],171.88000000000002,True
483,0483_HM_La5Al3Co2,La5Al3Co2,False,Tc of 5.9 K,5.9,Bulk,Panalytical,multi-phase structure,"C (two active binaries, single real ternary phase)",0.03,0.50026,0.50009,['0483_HM_La5Al3Cu2.xy'],1,20.04984505,119.91634385,"['20251104_HM483La5Al3Co2_chiAC_vs_T_B_1T.003.txt', '20251104_HM483La5Al3Co2_chiAC_vs_T_B_0.5T.004.txt', '20251030_HM483La5Al3Co2_chiAC_vs_T_B_0T.008.txt']",3,True,"[0.0, 0.5, 1.0]",2.057,True
486,0486_HM_Al4FeCo3,Al4FeCo3,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",3.94,0.2996,0.2878,['0486_HM_Al4FeCo3.txt'],1,20.02,120.0,[],0,False,[],0.9699999999999999,True
487,0487_HM_Al8FeCo7,Al8FeCo7,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",9.41,0.2997,0.2715,['0487_HM_Al8FeCo7.txt'],1,20.02,120.0,[],0,False,[],1.0074999999999998,True
489,0489_HM_Gd3CoSn6,Gd3CoSn6,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",4.54,0.25001,0.23866,['0489_HM_Gd3CoSn6_circular.txt'],1,5.02,120.0,[],0,False,[],3.07,True
490,0490_HM_GdCo4Sn6,GdCo4Sn6,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",11.09,0.3011,0.2677,['0490_HM_GdCo4Sn6_circular.txt'],1,5.02,120.0,[],0,False,[],1.709090909090909,True
491,0491_HM_TiGePt5,TiGePt5,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",1.4,0.25059,0.24709,['0491_HM_TiGePt5_circular.txt'],1,5.02,120.0,[],0,False,[],173.36285714285717,True
492,0492_HM_Ti2GePt8,Ti2GePt8,False,Not above 4.2 K,,Bulk,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",0.53,0.24895,0.24762,['0492_HM_Ti2GePt8_circular.txt'],1,5.02,120.0,[],0,False,[],175.91636363636366,True
493,0493_HM_TiSiPt5,TiSiPt5,False,Not above 4.2 K,,Bulk,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",1.87,0.25203,0.24731,['0493_HM_TiSiPt5_circular.txt'],1,5.02,120.0,[],0,False,[],171.81428571428572,True
494,0494_HM_Ti2SiPt8,Ti2SiPt8,False,Not above 4.2 K,,Bulk,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",0.44,0.24766,0.24656,['0494_HM_Ti2SiPt8_circular.txt'],1,5.02,120.0,[],0,False,[],174.9309090909091,True
495,0495_HM_GdFeGe3,GdFeGe3,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",2.26,0.24478,0.23926,['0495_HM_GdFeGe3_circular.txt'],1,5.02,120.0,[],0,False,[],8.62,True
496,0496_HM_Gd2Fe3Ge5,Gd2Fe3Ge5,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",1.83,0.25012,0.24555,['0496_HM_Gd2Fe3Ge5_circular.txt'],1,5.02,120.0,[],0,False,[],7.43,True
497,0497_HM_GdFeGe2,GdFeGe2,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",5.4,0.24908,0.23563,['0497_HM_GdFeGe2_circular.txt'],1,5.02,120.0,[],0,False,[],7.775,True
499,0499_HM_GaHf2Nb,GaHf2Nb,False,Tc of 6.1 K,6.1,Bulk,Siemens,not yet analyzed,Diffusion Model,1.51,0.3031,0.29851,['0499_HM_GaHf2Nb_circular.txt'],1,5.02,120.0,"['20251106_HM499GaHf2Nb_chiAC_vs_T_B_2T.001.txt', '20251106_HM499GaHf2Nb_chiAC_vs_T_B_1T.001.txt', '20251106_HM499GaHf2Nb_chiAC_vs_T_B_0T.003.txt']",3,True,"[0.0, 1.0, 2.0]",6.825,False
500,0500_HM_GaNbZr2,GaNbZr2,False,Tc of 9.0 K,9.0,Bulk,Siemens,not yet analyzed,Diffusion Model,0.83,0.27383,0.27155,['0500_HM_GaNbZr2_circular.txt'],1,5.02,120.0,"['20251108_HM500GaNbZr2_chiAC_vs_T_B_2T.001.txt', '20251108_HM500GaNbZr2_chiAC_vs_T_B_1T.001.txt', '20251108_HM500GaNbZr2_chiAC_vs_T_B_0T.003.txt']",3,True,"[0.0, 1.0, 2.0]",3.325,False
502,0502_HM_Nb5Si2V,Nb5Si2V,False,Tc of 3.0 K,3.0,Bulk,Siemens,not yet analyzed,Diffusion Model,1.3,0.5217,0.5149,['0502_HM_Nb5Si2V_circular.txt'],1,5.02,120.0,['20251112_HM502Nb5Si2V_chiAC_vs_T_B_0T.003.txt'],1,False,[0.0],3.4775,False
503,0503_HM_CoSiY,CoSiY,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",0.002,0.41575,0.41574,['0503_HM_CoSiY_circular.txt'],1,5.02,120.0,[],0,False,[],3.953333333333333,True
504,0504_HM_CoSi3Y,CoSi3Y,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",2.94,0.40678,0.39484,['0504_HM_CoSi3Y_circular.txt'],1,5.02,120.0,[],0,False,[],2.836,True
506,0506_HM_Al3Cu2Y,Al3Cu2Y,False,Not tested yet,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",14.31,0.34112,0.2923,['0506_HM_Al3Cu2Y_circular.txt'],1,5.02,120.0,[],0,False,[],2.695,True
507,0507_HM_CuSnY,CuSnY,False,Not tested,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",0.43,0.30483,0.30351,['0507_HM_CuSnY_circular.txt'],1,5.02,120.0,[],0,False,[],4.166666666666666,True
510,0510_HM_B2NbNi2,B2NbNi2,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",0.5,0.36324,0.36143,['0510_HM_B2NbNi2_circular.txt'],1,5.02,120.0,[],0,False,[],6.0600000000000005,False
512,0512_HM_C2CrSc,C2CrSc,False,Not above 2.0 K,,,,,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",3.0,0.31365,0.30424,[],0,,,[],0,False,[],53.35,False
513,0513_HM_C2LaRu,C2LaRu,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",6.2555,0.29526,0.27679,['0513_HM_C2LaRu_circular.txt'],1,5.02,120.0,[],0,False,[],20.25,False
514,0514_HM_LaNiSi3,LaNiSi3,False,Not tested yet,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",2.2,0.2607,0.25496,['0514_HM_LaNiSi3_circular.txt'],1,5.02,120.0,[],0,False,[],1.8960000000000001,True
